198 2742
106 111 6862
106 122 6863
106 123 2768
106 131 2770
106 132 2773
106 135 6871
106 154 6873
106 168 6874
106 179 6875
106 183 6878
106 187 6882
106 188 6886
107 108 2790
107 109 2791
107 110 6890
107 122 2795
107 123 6894
107 131 6897
107 132 6898
107 135 6900
107 154 2805
107 162 2806
107 168 6902
107 179 2807
107 187 6903
107 188 6904
108 109 6905
108 110 6906
108 111 2810
108 122 6907
108 123 2812
108 125 2814
108 131 6914
108 132 2820
108 135 2821
108 136 2823
108 146 2824
108 154 2825
108 164 6926
108 168 2831
108 170 2833
108 171 2834
108 174 6932
108 178 6934
108 179 2838
108 182 6936
108 190 6937
108 192 2843
108 193 6940
108 194 6943
108 197 6944
109 110 6945
109 122 2849
109 123 2851
109 131 6949
109 132 2854
109 135 6953
109 154 6956
109 168 6959
109 170 2863
109 177 6960
109 179 2864
110 122 2866
110 123 2867
110 131 2870
110 132 6966
110 135 6968
110 136 6972
110 139 6976
110 143 6980
110 154 2887
110 168 2890
110 170 2893
110 171 2895
110 174 6993
110 179 6995
110 182 6996
111 116 7002
111 117 2914
111 118 7010
111 121 7012
111 122 7014
111 123 2923
111 125 7019
111 132 7020
111 137 7028
111 146 2932
111 153 7030
111 168 7031
111 170 2936
111 171 2942
111 190 7039
111 192 2944
111 193 7041
111 194 7043
111 195 2951
111 196 7048
112 113 2952
112 114 7050
112 127 7052
112 130 2959
112 141 2960
112 150 7058
112 151 7062
112 158 7065
112 161 2970
112 164 2971
112 192 7068
112 195 2972
112 196 2976
113 114 7078
113 158 7079
113 161 2987
113 164 2989
113 196 7086
114 125 7087
114 127 2993
114 130 2995
114 131 2996
114 132 2998
114 136 7094
114 141 7097
114 142 3005
114 146 3009
114 151 3011
114 158 3013
114 161 7114
114 164 7115
114 183 7119
114 190 7120
114 192 7124
114 193 3030
114 195 3031
114 196 3032
115 148 3036
115 152 7133
115 153 7134
115 157 3038
115 167 7137
115 172 3042
116 117 3043
116 118 3047
116 119 7144
116 121 3051
116 122 7147
116 134 3052
116 135 3055
116 137 3056
116 153 3059
116 168 3060
116 179 7158
116 181 7160
117 118 3066
117 121 7162
117 122 3067
117 137 7163
117 153 7164
117 168 7165
117 179 7168
117 183 7169
118 121 7170
118 122 7171
118 125 7172
118 129 3077
118 132 7173
118 136 7174
118 137 3078
118 142 3080
118 143 7176
118 146 7178
118 153 3082
118 168 7180
118 170 3084
118 174 7181
118 175 7183
118 177 7186
118 183 3091
118 190 3092
118 192 3094
118 193 7191
118 194 3096
119 120 3097
119 134 3099
119 135 7197
119 179 7199
121 122 3104
121 125 3107
121 132 7204
121 136 3108
121 137 7207
121 142 3113
121 143 3121
121 146 7218
121 153 3124
121 158 7222
121 168 3127
121 174 3128
121 175 7232
121 177 3136
121 183 7237
121 190 7238
121 192 3142
121 193 7240
121 196 7242
122 123 7246
122 125 7249
122 131 3153
122 132 7251
122 135 3157
122 136 3159
122 137 7256
122 143 7261
122 146 7262
122 153 3167
122 154 7264
122 168 7265
122 171 3171
122 179 3172
122 190 7274
122 192 3178
122 193 3181
123 131 7278
123 132 3183
123 135 3185
123 154 3186
123 162 3189
123 168 7289
123 179 3199
123 183 7302
123 187 3206
123 188 3208
124 128 7307
124 138 3213
124 140 7311
124 153 7312
124 176 7314
124 184 3219
124 198 7315
125 130 7316
125 132 3222
125 136 3223
125 142 7320
125 146 3227
125 151 7330
125 168 3235
125 171 7332
125 175 3236
125 177 7334
125 183 3240
125 190 3241
125 192 7339
125 193 7341
126 128 3248
126 136 7348
126 144 3256
126 147 7352
126 149 3257
126 153 3260
126 167 7361
126 172 3273
126 174 3275
127 130 3276
127 136 7373
127 141 3278
127 142 7374
127 150 3279
127 151 7378
127 158 7379
127 164 7381
127 171 3285
127 174 3287
127 178 7383
127 185 3290
127 192 7389
127 195 3294
128 136 7392
128 138 7393
128 140 7395
128 144 3304
128 147 3306
128 149 3307
128 153 7404
128 155 7405
128 156 3309
128 167 3317
128 169 7414
128 172 7416
128 173 7420
128 176 3324
128 184 7421
128 189 7423
128 191 7426
128 192 7427
129 136 7431
129 170 7435
129 175 3340
129 183 3341
129 194 3343
129 195 7440
129 196 7442
129 197 3349
130 136 7446
130 141 7447
130 146 3356
130 150 3357
130 151 7454
130 158 3358
130 161 3359
130 164 7457
130 177 7459
130 185 7461
130 186 3365
130 190 7462
130 192 7466
130 193 3371
130 194 3373
130 195 7472
131 132 7474
131 135 3379
131 136 3389
131 139 3391
131 154 7488
131 158 7491
131 164 7492
131 168 3398
131 170 7495
131 171 7496
131 174 7498
131 178 7499
131 179 7502
131 182 3409
131 183 7506
131 194 7509
131 196 3413
131 197 3415
132 135 3416
132 136 7517
132 141 3423
132 142 3426
132 146 7523
132 154 3428
132 158 7526
132 164 3431
132 166 7536
132 168 3441
132 170 7540
132 171 7541
132 174 3446
132 178 7548
132 179 3452
132 182 7550
132 183 3454
132 187 7551
132 190 3456
132 192 3458
132 193 3459
132 194 7555
132 196 7557
132 197 3463
133 155 3465
133 156 7563
133 167 7564
133 180 3470
134 135 3474
134 159 7574
134 179 3478
134 195 7575
135 139 3481
135 154 7580
135 159 3484
135 162 3485
135 166 3486
135 168 3487
135 171 3488
135 179 3493
135 187 7589
135 189 3496
135 195 7593
136 137 3499
136 138 3502
136 140 7599
136 141 7601
136 142 7603
136 143 3507
136 144 7604
136 146 3508
136 147 7606
136 149 3512
136 150 7611
136 151 7612
136 158 7614
136 161 7616
136 162 3520
136 163 7617
136 164 3523
136 167 7623
136 168 7626
136 170 3533
136 171 3534
136 172 3535
136 174 3538
136 175 7634
136 177 7638
136 178 3542
136 182 7647
136 183 7649
136 184 3553
136 185 7650
136 188 7652
136 190 3556
136 191 3557
136 192 3559
136 193 3563
136 194 3564
136 196 3565
136 197 7663
137 153 3568
137 158 7668
137 168 3576
137 188 7673
138 145 3581
138 147 3584
138 149 7682
138 155 3587
138 167 3591
138 169 7689
138 172 7690
138 173 3594
138 178 3596
139 162 3597
139 179 3598
139 189 7699
140 147 7700
140 149 3606
140 153 3607
140 155 7706
140 156 3611
140 167 3612
140 169 7709
140 172 7710
140 173 7712
140 176 3620
140 184 3621
140 189 3622
140 191 7719
140 198 3625
141 142 7724
141 151 3630
141 158 7726
141 171 7729
141 174 3634
141 192 7731
141 195 7736
142 143 3640
142 149 7737
142 150 3642
142 158 7740
142 161 7741
142 164 3645
142 168 7743
142 171 3648
142 174 7744
142 185 7745
142 193 7746
142 196 7748
143 174 3652
144 147 3653
144 149 3654
144 153 3656
144 172 7754
144 174 3660
144 198 7756
145 167 7757
146 151 3662
146 168 7759
146 171 3664
146 175 7762
146 177 3669
146 183 7766
146 190 3670
146 192 7771
146 193 7772
147 149 3676
147 153 3680
147 156 7777
147 167 7778
147 169 3683
147 172 7789
147 173 3693
147 174 7790
147 176 3697
147 184 7794
147 189 3699
147 191 7803
148 153 3710
149 150 3713
149 153 3716
149 155 7814
149 156 3720
149 160 7820
149 163 3726
149 167 7822
149 169 7824
149 172 3730
149 173 7828
149 174 7829
149 176 7831
149 178 7832
149 181 7834
149 184 7835
149 189 7841
149 191 7842
149 194 3747
149 195 3748
150 151 3750
150 158 3751
150 161 7851
150 164 7853
150 170 7855
150 178 3759
150 185 3766
150 186 7862
150 192 7865
150 194 7866
150 195 7869
150 196 3773
151 158 7874
151 177 7878
151 185 3783
151 190 7879
151 192 7880
151 193 7881
151 195 3789
152 157 7886
153 163 3793
153 167 3795
153 168 3798
153 172 3799
153 181 7896
153 198 7898
154 166 3806
154 168 3808
154 170 3814
154 171 3816
154 179 7913
154 187 3818
155 156 3819
155 167 7924
155 178 3828
155 180 3831
155 189 7928
155 191 7933
156 167 3842
156 169 3845
156 172 3846
156 173 3847
156 176 3848
156 189 7946
156 191 3853
157 180 3854
158 161 7950
158 164 7952
158 168 3859
158 170 3860
158 171 7956
158 174 3861
158 178 3862
158 183 3865
158 186 7962
158 188 3867
158 192 3870
158 194 7968
158 195 3874
158 196 7972
159 195 3876
161 164 3877
161 186 7973
161 192 3884
161 194 3885
161 196 3886
162 179 7982
162 187 3887
162 188 7983
162 189 7985
163 167 7986
163 172 3891
163 173 3892
164 170 7989
164 174 3893
164 178 7993
164 182 3898
164 186 7996
164 192 3900
164 194 7997
164 195 3901
164 196 7998
164 197 8003
165 185 8004
166 168 8005
166 171 3910
166 183 3912
166 187 8010
167 169 8012
167 172 8013
167 173 3918
167 176 8016
167 184 3924
167 189 3925
167 191 8022
167 198 3926
168 170 3928
168 171 3929
168 179 8025
168 187 3932
168 190 8030
168 192 3935
168 193 3942
168 194 8039
168 195 3947
169 172 8045
169 173 3950
169 176 3951
169 189 8048
170 174 3952
170 175 8051
170 178 3955
170 182 3956
170 183 3957
170 192 8053
170 194 3958
170 195 3961
170 196 3962
170 197 3968
171 174 3970
171 187 8066
171 190 8067
171 192 8068
171 193 3972
172 173 8071
172 176 8075
172 184 8076
172 189 3982
172 191 3984
173 176 8081
173 184 8083
173 189 8085
173 191 8086
174 178 3991
174 182 8087
174 192 8091
174 194 3996
174 197 4002
175 177 8100
175 183 4005
175 190 8103
175 192 4007
175 193 4010
175 194 8109
176 184 8111
176 189 8114
176 192 4018
176 198 8119
177 183 8123
177 190 4030
177 192 4031
177 193 4034
178 182 4035
178 192 8131
178 194 4036
178 195 4040
178 196 8137
178 197 4041
179 183 8139
179 189 4047
182 183 4048
182 194 4049
182 197 8145
183 190 8149
183 192 4054
183 193 8151
183 194 8153
183 196 8154
184 191 4058
184 198 4059
185 192 8157
186 192 8160
186 194 4068
187 188 8167
189 191 8168
190 192 4073
190 193 8171
192 193 8172
192 194 4077
192 195 8173
194 195 8182
194 196 4088
194 197 8188
195 196 4094
195 197 4095
196 197 8191
